,name,description,price,product_details,variatal,size,country,closure,target
71,inchgower,27 year old single malt scotch whisky 700ml,500.0,"the first-ever inchgower special release in this series is a complex, surprising whisky from a distillery with a heart-warming back story, which starts sweetly then becomes crisply aromatic and drying with a beautiful bitter-sweet drying finish. the romantic story of inchgower begins with a famous predecessor. tochieneal distillery was built nearby in 1824 by local factor, alexander wilson. his nephew, also alexander but known to all as 'uncle sandy', developed its fame but had to close it in 1870, when a proposed doubling of the rent made distilling uneconomic. the water supply, too, had reached its limit as sales of tochieneal grew. the happy outcome was the building in 1871 of the new inchgower distillery just outside buckie, the port closest to the mouth of the river spey. men who spent their working lives with 'uncle sandy‘ recorded the move in the poem “tochieneal”. made near the sea, the whisky is rarely seen as a single malt and excitingly different for
a speyside, enjoying a crisp, aromatic style that has led to its being nicknamed “the manzanilla of speyside”, after the sherry with a similarly distinctive style.",single malt,700.0,scotland,unknown,1
72,hellyers road,pinot noir finish single malt whisky 700ml,94.95,"two of tasmania's greatest assets merge together here in the hellyers road distiller pinot noir finish original single malt whisky. tasmanian grown malted barley and pure rainwater are harnessed along with casks previously used to mature fine tasmanian pinot noir to produce this truly tailored malt whisky. richness, texture and an eternal length of flavour will provide any true malt lover with a new world whisky experience to remember.",single malt,700.0,australia,screw cap,0
73,cragganmore,12 year old single malt scotch whisky 700ml,74.95,"a small distillery in the largest and most famous whisky region of all in the scottish highlands, cragganmore is derived from great rock in gaelic. each bottle has sweet floral notes with hints of wood smoke, riverside herbs, vanilla and cereals. its floral notes are ideal with sweet rich tastes, including lobster and even roast suckling pig.",single malt,700.0,scotland,unknown,0
74,talisker,storm scotch whisky 700ml,84.95,"produced at the oldest distillery on the isle of skye, talisker single malt scotch whisky has been made by the sea since 1830, talisker single malt scotch whisky has been “made by the sea” since 1830. in fact, few single malts tell the story of their origin better. its smell and taste instantly connect the drinker with the rugged coastal environment. every sip is a taste of the isle of skye itself – a powerhouse; challenging but adored, once discovered rarely left. like a warm welcome from a wild sea. the intense character of talisker comes from fresh water drawn directly from underground springs next to the distillery, two very distinctive wash stills and wooden worm tub condensers which, along with its unusual abv of 45.8%, help set talisker apart from other malts. talisker storm offers the drinker talisker’s full maritime majesty, all unfettered elemental power and confidence.",single malt,700.0,scotland,unknown,0
75,the dalmore,15 year old scotch whisky 700ml,160.0,notes of marmalade with the rounded flavours of vanilla spiced apples and a christmas cake finish - a great introduction to single malt.,single malt,700.0,scotland,cork,1
76,glenfiddich,experiment 02 project xx single malt scotch whisky 700ml,124.99,"glenfiddich project xx in the second release in the experimental series and was created when 20 of the industry's most exceptional minds came together to create this truly unique, pioneering expression. warm summer fruit aromas with sweet candyfloss and liquorice notes. experiment with a flake of sea salt on the side to heighten the taste.",single malt,700.0,scotland,cork,1
77,nant,tasmanian port cask whisky 500ml,169.99,"patiently matured in ex-tawny (australian port style) casks from south australia, the aromas are rich and inviting with hints of liquorice, raisins and cinnamon. a strong, spicy and complex flavour of sultanas and ginger nut biscuits with buttery caramel tones which develop in the glass and linger with a long warming finish. allow plenty of time for the taste and finish to develop.",blended,500.0,australia,cork,1
78,bunnahabhain,12 year old single malt scotch whisky 700ml,94.99,"since inception in 1881, bunnahabhain has been producing an islay malt a little different from most. by not heavily peating their malted barley, the resulting whisky is a clean, pure and distinctive malt. embodying the 'gentle taste of islay', bunnahabhain 12 year old is an approachable, welcoming whisky. ex-sherry cask influence and being non-chill filtered add to the layers of complexity exuding from this premium whisky.",single malt,700.0,scotland,stopper,0
79,the glenlivet,15 year old single malt scotch whisky 700ml,119.95,"by using new french oak casks to finish this scotch, a fantastic vanilla and spice character is leeched into the whisky. this compliments the sweet malt and floral characters perfectly.",single malt,700.0,scotland,unknown,1
80,glengoyne,21 year old scotch whisky 700ml,249.99,"a truly unique and distinguished distillery, glengoyne straddles the border between the highlands and lowlands regions in scotland and claim to have the slowest distillation method in the country. this enables glengoyne to produce a 21 year old highland single malt of supreme mellowness and flavour. with a definite concentrated malt base the palate is overflowing with christmas cake, honey and dried fruit characters and all capped off with an effortless finish courtesy of the premium sherry casks used in maturation.",single malt,700.0,scotland,unknown,1
81,cardhu,12 year old single malt scotch whisky 700ml,69.95,"cardhu has over 200 years of malt whisky heritage, created by the skill and determination of 2 pioneering women. it was the first distillery bought by john walker to secure a high quality malt whisky. the 12 year old expression boasts a spirity nose with sweet apple blossom and heathery aromas. well-balanced on the palate with a warming, dryish finish.",single malt,700.0,scotland,cork,0
82,glen moray,12 year old single malt scotch whisky 700ml,57.99,"sweet aroma, fruity and floral with highland toffee, brambles and a hint of ginger marmalade. the taste of this 12 year old is smooth and warming with sweet, malty flavours.",single malt,700.0,scotland,unknown,0
83,glengoyne,cask strength single malt scotch whisky 700ml,97.0,"the process of scotland's slowest distillation can be tasted in every dram of this cask strength single malt by glengoyne. hand-crafted from inception to glass, this single malt also shows the dramatic effect of warm air drying of the barley rather that using peat smoke. bottled at the higher abv, the balance between the subtle flavours imparted from the slow distillation and the power of the un-chillfiltered single malt imparts flavours of digestive biscuits, ripe bananas and a hint of pepper. robust and full-bodied, this is a whisky of the utmost strength that should be enjoyed with some pure distilled water to your taste.",single malt,700.0,scotland,unknown,0
84,bruichladdich,octomore 7.1 scotch whisky 700ml,184.99,"each release of bruichladdich's octomore is a powerful illustration of the art of the master distiller with each bottling necessarily unique, limited and never to be reproduced. for octomore 7.1, the barley was harvested from mainland scotland and peated to a heavy 208ppm. the whisky then spends five years in american oak and bottled at 59.5%. the palate flows through smoothness, sweetness and then smoke. the american oak influence is in perfect tune with the smoke and soft fruits delicately, skilfully coaxed from the still during exceptionally slow distillation. as the sweetness from the oak fades the salt comes to the fore front one last time while the gentle peat smoke steady and true grows and outlasts all else.",blended,700.0,scotland,cork,1
